safety_management_system,safety_training_ensurance,worker_safety_involvement_programs,operational_supervisors_empowerment_for_effective_safety_leadership,formal_training_needs_analysis,analyzing_informal_safety_structures_and_influence_networks_in_the_organization,safety_audit_and_inspection_programs,safety_leadership_succession_planning,safety_culture_surveys_and_feedback,management_of_change,safety_procedure_development,identification_and_elimination_of_unsafe_work_practices,training_and_competency_development,incident_investigation_and_root_cause_analysis,safety_focused_recruitment_and_selection,"safety_manager_working_knowledge,_competency,_and_empowering",innovation_and_technology_adoption_for_safety,safety_procedure_compliance_monitoring,safety_focused_performance_based_promotion,safety_improvement_suggestion_system,risk_management_system,review_safety_competencies,safety_policy_communication,safety_learning_and_knowledge_management_systems,organizational_learning_from_near_misses_and_preventive_incident_analysis,safety_lessons_from_external_innovations,safety_knowledge_sharing_and_cross_department_collaboration,new_employee_safety_onboarding,safety_by_design_in_process_and_system_development,decision_making_and_emergency_response_under_safety_critical_conditions,senior_managers_safety_training,competency_records_management,safety_strategy_formulation,safety_culture_benchmarking_against_industry_peers,systemic_and_reflexive_organizational_safety_analysis,cross_industry_safety_benchmarking,multilevel_evaluation_for_feedback_and_correction_in_safety_systems,board_level_safety_governance,safety_documentation_management,safety_trainers_expertise,safety_meetings_and_briefings,emergency_preparedness_and_business_continuity_planning,safety_mentorship_programs,safety_equipment_management,safety_experimentation_and_pilot_projects,safety_reporting_system,safety_leadership_accountability,executive_safety_leadership_development,safety_communication_system,safety_performance_metrics_and_dashboards,sending_safety_messages_and_information,safety_vision_and_values_articulation,assessing_and_reporting_compliance_with_safety_requirements_and_standards,safety_objectives_establishment,contractor_safety_management,accountability_and_responsibility_framework,cost–benefit_and_economic_analysis_of_safety_interventions,safety_focused_performance_evaluation,human_change_management_in_safety_systems,safety_corrective_actions,safety_training_evaluation_and_improvement,safety_resource_allocation,developing_safety_training_content,evaluation_of_employee_job_satisfaction_and_motivation_in_safety,utilizing_field_data_in_safety_decision_making_processes,safety_incentive_systems,safety_lesson_documentation_and_sharing,strategic_alignment_and_multilevel_integration_of_organizational_safety_mechanisms,safety_policy_development_and_review,risk_assessment_in_strategic_decision_making
-0.46420707717014387,-0.5132686250288584,0.36116046649871736,0.07421993075009703,0.5127785222102472,0.38334629499591855,0.42683538570217916,-0.017927167310097025,0.9995268663732186,-0.010580945020860488,0.5352070369971504,0.10886654207859747,-0.12957537070370573,0.34520500396372933,0.3956759523725,0.16825989178507617,-0.06099500958875792,-0.284407789601402,-0.8765729560554463,0.6489872012187881,-0.1380066310689142,0.37265684835080104,-0.584205010745874,0.28556193970355115,0.029366021773645556,0.45800889998245276,0.9234175929751671,0.8550770891912853,0.8328334498815366,0.4842658529965467,-0.8753695994138482,0.5338853822755556,-0.8601889068044016,0.28274979356121377,0.8435340598563574,-0.6846411133968044,0.5162656947338984,0.2877795486899162,0.4247731485906958,0.615360683469897,0.46279223806698955,-0.7469383046216251,0.521726695694714,0.12751691034218116,0.9145147637964488,-0.36209887733324586,0.2154117694720874,-0.5282987237622339,-0.4962252114784951,0.011476913643607922,-0.03627602998696433,-0.6401832372029429,0.027282764859762887,-0.9989817341857522,0.031521324024009756,0.08536510367397865,-0.2568760762854504,0.3869374822096989,0.8459913497320111,0.9559722685986944,0.07857583237733157,0.3691709461019459,0.042008384442514535,-0.07013983599197648,-0.6915118530464297,-0.37769538087452725,0.08112127488605703,0.08601520371792915,0.5010228948598083,-0.7482791596436986
0.07027337370409747,-0.9229709676094318,-0.6331791597660975,0.4363400267297606,-0.18361505906542663,0.35287955754385814,-0.9475858312903314,0.6240681636361127,-0.27081307648993047,0.3124698909081107,0.29726669037522657,0.029736308370266196,0.06429689898389901,0.28762574411346975,0.0016135588685617375,0.2990546320611629,-0.3689773785736393,0.7921356074215435,0.5164584267968433,-0.1445845860132935,0.2778646107181302,0.599662050591671,0.2280146294004577,0.041674212462259774,-0.050293798994510475,0.5275549527442083,-0.742833280716974,0.43776546057048993,0.7032094674227645,-0.24049391863472447,0.4996454210783634,-0.4760379479842808,0.8410412915673262,0.9795916472128869,-0.015400148219042231,0.520371121745679,0.2956837868657842,0.4334851673169575,-0.16848419161552852,0.8205047709392868,-0.9549576378073021,-0.26961594818070467,0.02903692455983009,-0.5688099607993058,0.6354174619298889,0.6760005374830107,-0.7422038179142276,-0.07456692300400514,-0.15455000610298852,0.46344769781159156,-0.6278321736324535,0.5710665485677502,0.5192208122195276,-0.6675928594708562,-0.6623054392808754,0.9769489529374087,-0.537992622654812,0.6368356981975634,0.7242330146851557,0.11287488021217551,0.9033038133804496,-0.4513675392440344,-0.3812774325349114,0.716400765291819,-0.17087548554744159,0.6514961914364543,-0.8026112517716487,0.3450508985722869,0.6984045605439861,0.32228847774883596
-0.33247546763671454,0.06598581298088435,0.7831142026304254,-0.07576542822617727,0.8640605594264972,-0.5115576275336028,-0.8670650486893894,0.2516038531354998,-0.010017647397262852,0.3256965470518245,-0.741894151744804,-0.706931159774731,0.2863481048602159,-0.7895129910825499,0.6719111203639114,-0.17003337943733488,0.02825365417876302,0.26054475974961044,0.8167670085970766,-0.8753772844351599,-0.22657508538639148,-0.7773514912536128,-0.3206221795774854,0.7102363554043409,-0.3656565386175197,-0.4863946765603916,0.423400142176132,0.236269161517894,0.6298440527227227,-0.8920736308146997,0.5269409664607887,-0.45048565771953863,0.14553238046165462,-0.5990862213398105,-0.4291059287802812,-0.9723967796987104,0.9845110280821256,0.1335189005850108,0.3594106878989274,0.521078098456361,-0.20588368318017847,-0.9754928792183117,0.407888372451811,-0.6462365724215077,0.7114632645812522,0.8242126991129815,0.7869661393103369,0.008929452691941231,0.8848680059710858,-0.5124938976129084,-0.29779326532803974,0.9711707968145391,-0.1093053419880381,-0.6832885535873889,0.6363366898849712,0.2542721491931177,-0.7461607249704111,0.24601437837282525,0.982697483844363,-0.8444205029781058,0.21946127297853368,0.3352675277953818,0.6451537579448381,0.18302317278058133,-0.6939025183065735,0.03777484261648412,-0.07185991289768312,0.7731742412029206,0.45229479860603883,0.11950140727149794
-0.812338313505013,-0.4167322159957427,0.7394093331967304,-0.8445464378782612,0.6437514065402274,0.6484589100288558,0.11113525849613759,-0.9399100151916778,-0.8982342322294251,-0.500386376703057,0.2493234577611514,0.284025331844701,0.4051900668993149,0.2194531557358299,-0.20156562651690968,0.3897084810882703,-0.9413871099495666,-0.057032285773663816,0.8673141896396357,-0.8056015582077511,-0.03388362568887138,0.9983755333959672,0.780699555093026,-0.22994766309427206,0.8903410950679194,0.46245653485730864,0.775266359602448,0.28241705825064867,0.09054963952759465,0.5939277511224528,0.6991959060118405,0.21470795669233156,0.13063398523627434,0.7896243900316906,0.47212886698122314,-0.27955946686874955,-0.07277793467300797,-0.6309087110679721,-0.5054542543226161,-0.5510295586996594,0.30913121810828614,-0.4300451784101216,-0.17652085649676008,-0.7886326583522089,-0.19411992169532233,0.27716301850963565,-0.03840640877658863,-0.4008668476209726,0.62405200567147,-0.5932156525242525,-0.8180976634999433,-0.33979254182340757,-0.8184616819434924,0.4618795842087555,-0.3943481663858335,-0.21752956314775462,0.6578556454384494,-0.30143653407454807,-0.8687654541080451,-0.8952150930408391,0.5543656365858054,-0.26632085200430644,0.9419323409449005,0.44698776726964584,0.3094160963380943,0.7034865351667954,-0.6396485423005839,-0.46082162793776804,-0.7909962187366961,-0.628195823141769
0.060728823585260994,0.6289422058413354,0.2211794605998887,-0.3894779666748265,-0.8421210755566122,0.11237096061709773,-0.2592636398391591,0.7888417860095276,0.9736749237424938,-0.10724067932535042,-0.6090483341123436,0.6120793048118882,-0.997158955771078,0.8454631609814072,-0.6813991034474419,-0.062243659297809284,0.7397738566794771,0.4605536717066734,-0.7870866999791257,0.848197185225136,-0.16460297280285963,-0.8361025716871173,-0.22294691540391265,-0.530097336031573,0.42282438015098833,0.3810035805443057,0.6753825669009921,-0.6942109161908042,0.3958535931839069,-0.23949959033395363,0.5659408859811239,-0.6485138967994974,0.6905534618936222,-0.6294045012888138,0.9231232224256789,-0.8101996754820593,-0.3227148260104268,0.6641380078156311,-0.9507552046684429,-0.5445775934071944,-0.7496038759571573,0.04263473423423347,-0.23851592216105955,-0.10666256680489505,0.5564908639250197,0.11079028312821926,0.981231527908299,0.8899857353238843,-0.6278388564150905,0.692793319728368,-0.4204733571969066,0.296770934848966,0.4211661345646385,0.2336508524634151,0.680668278303874,0.8468685429025185,0.6544717326233718,-0.4901974808495727,0.8155529924041085,-0.869051268780574,-0.42496009712657756,-0.8017847445388825,-0.36906459899216515,-0.12404790495330775,0.11896279632460938,-0.8380066102906845,0.8016703937166862,-0.3674690505485111,0.9318707499078744,0.08547029250328686
-0.4497201619412631,-0.6344790676188483,0.7028454594189755,-0.9021603878523063,-0.006362242630237436,-0.8478215104569353,-0.3201841062509919,-0.3314356537391199,-0.5558446700637436,0.6618592237562175,-0.4073035255896561,0.4400913129377779,0.747492092173847,0.1056594468856813,-0.22616414310597455,0.8596262696132548,-0.015162458572935966,-0.21206403060863677,0.6300605313387844,0.17068964144662413,-0.7772948245537276,0.8684510513305417,0.1169398585775645,-0.6839764178546244,-0.9077385444660624,0.5494403981134186,0.9792905511315873,0.8595574276763069,0.5280527115976101,-0.6953225758975309,-0.06353137303190781,0.0015516367900092476,0.8681816575576078,-0.17781290692144103,0.7845596896153846,0.6886090431815404,-0.3138245195911672,0.07901854135768338,0.011303874144788395,0.2623056403810311,-0.7192333473770915,0.9097630359372757,-0.940113304428868,-0.9780083704408141,0.5379332039151985,-0.25228842281671526,0.31946089212407647,-0.278458814576091,0.057716383975945584,-0.7146935388032738,-0.3049425569330554,-0.038464393899956706,-0.7517421236169224,-0.6868512470410558,-0.6478993513680598,0.37357246125548227,0.0861951892230517,-0.26972957174120527,-0.06926854880178301,0.6975026411454233,0.1587330429848688,-0.9417272617060723,0.17623059260388674,0.6627386008110383,-0.8954518239980916,0.016531987591248187,-0.5124506304548542,-0.8254889257042117,0.9659943941037974,0.22085443322718956
0.7659958151380266,0.005107705348119218,0.533489954332123,-0.4238489804235047,-0.7023961686483008,0.3973837765665198,0.3944370510496831,-0.18740619224960187,0.21373041051818453,-0.22618970382903703,-0.7781096570018915,0.3948081690851193,0.446341940572629,-0.8665434555592506,-0.49885667749562246,0.38688407346974607,-0.8720424249273658,0.6768495796222547,0.8887239091036743,-0.8615665811182911,0.8112736005280445,-0.9441226645372365,0.8043408736327711,-0.29254094537973285,-0.2926494548681642,0.6087302304982956,-0.5757155153604245,0.054219112728068675,-0.7200507332704185,0.5033343284343301,-0.7377776448515554,0.4436529574258672,-0.7557051509519042,0.1147010812858853,0.11749329749612847,0.1278339784757372,-0.16626607902018697,-0.8842212302246271,-0.6115794812447244,-0.6113255793490606,0.9816390802808759,0.14605191000488582,0.5556917275261077,-0.3790203536867027,0.5485500025075014,-0.5215161972115727,-0.6888184242107468,0.8034495834364759,0.8189726321095019,0.31237186492783375,0.7681853565552723,0.27636399937663425,0.008223837699444347,-0.6985464410661391,0.20724366802609406,0.9494788057406813,0.49300143326398804,-0.9065389911161638,-0.9430414445718065,-0.857731997029557,-0.7991325480205287,-0.6405581496333431,0.3926691256870103,0.5252421275661772,-0.8778117681155351,0.7392500659895607,0.26329135065889475,0.7845593285626866,-0.039604229714298333,0.1464540616768324
0.32472280834012324,-0.992079272630324,-0.7673211632802237,0.46779859340994334,-0.9575057801594035,0.8023263204796569,-0.13038972765204893,-0.24177544125535044,0.9440220664568071,0.1450495497308908,-0.4429729482098974,0.08685173490163356,-0.15511819776824198,0.24824365808162363,0.7490016287034074,-0.6674382749068245,-0.09291636295934591,0.9804089601010433,-0.8560419519954887,-0.5868004919874434,0.47355825777754323,0.6015843303547932,-0.3157285879479107,0.8422377080133021,0.2294824788747487,-0.5632465531716824,0.9432997286622682,-0.14414510248222467,-0.5342736397952719,-0.46853925605867797,0.7807065087628748,0.7502171184250461,-0.06384556440056066,-0.17454576176481296,0.4585135098013382,0.5129309138036893,0.5301471807255329,-0.6631498227565631,0.7695888655531933,-0.7599743460178576,0.3768395566060929,-0.6852229552155144,0.5711895781592777,0.3352144551524232,0.7180919337526717,-0.3939585955474454,0.35329417483436387,0.8859505270508419,-0.7579017293135476,0.154473507393166,-0.9477306760456055,0.7869259313693546,0.39613023023334315,-0.2487774828939413,0.7626080858511053,0.7324542538915952,-0.952615445135673,0.6023173019260728,-0.33512637204828677,0.5494055242057019,0.0315017834559399,-0.3111871531745274,0.025842362707358513,0.22369664920467325,0.8287915048048764,0.4173539303105931,0.29345721229674737,0.4096895911097447,0.4041676960673204,-0.45100671461122777
0.26894807274665866,-0.4267655679955106,-0.543558004940109,0.77014833174363,0.34817923778543647,-0.3739529268589433,-0.25523479602151145,-0.3613910775953173,-0.8924430001454973,-0.7669557114616368,-0.47295826323631085,0.5201855723518201,-0.7570712871493956,-0.825258229002029,-0.8979641310702595,0.18300391658522996,0.15375239100410854,0.343105882042265,0.7048800971446467,0.16610860144377004,0.19506585233143747,0.3558380395231271,-0.4899949320984799,-0.037092247076679796,0.24611002079980038,-0.9686892743105249,-0.08953610117541544,-0.09916490333883754,-0.1915841912322358,-0.163531053455518,0.9978059689148115,-0.16338291604088728,-0.6973188692034584,-0.1966784713424996,0.7615683085161236,-0.004664257410358363,-0.7298249319133275,0.8994806218582452,0.1367204583867183,-0.7239165103133456,0.9158031063286911,-0.8781081947121003,0.7244950183488779,-0.4837092249257223,-0.14923247549944907,-0.9732577278842268,0.7891987868569426,-0.5393178109159913,-0.4422678191220497,0.14155357099798138,-0.16311416711248095,0.8145421506252999,0.5218260540940802,-0.9051479536241951,-0.5220288396047137,0.29319034377719855,-0.5576900294965157,0.11982256188594231,-0.764561448353013,-0.5333161239044042,0.6240327916629755,-0.7397355249400359,0.3545092999529966,-0.07880152113659378,-0.9097966749283648,-0.3603422040273838,0.8275249138473022,0.17790072798104073,0.5789499621537981,-0.09947343081372473
0.08525540463171799,-0.24427494388380622,0.7222466101949288,-0.09261430964814987,-0.1965890513116404,0.46355413314013383,-0.28861924448436227,-0.9537680030630762,-0.2563877353046109,0.07164332575130627,-0.9411988794652305,-0.6283110426468583,-0.23645100203642055,-0.7703352453988581,0.8794060990736972,-0.8351821096197494,0.33520050031932414,-0.7974579529198866,0.20598951737396054,0.7071145166340913,0.8317192937369497,-0.47815882230897555,0.4888103147415077,0.38887543695579807,-0.9906796817848063,-0.2511626498503938,-0.33088035448907605,0.13586837064306012,0.75638960741179,-0.6966091132558445,0.6612119821537894,-0.5622677029027041,-0.9004229099039864,0.5388613944596776,0.8268255533288196,0.22665499794625288,-0.7253149944332321,-0.1353303620768178,-0.6265856035148193,-0.07064712635345483,0.15790606025736942,0.7347232395920658,0.1545819879596686,0.6292507563645457,0.24224812501333837,0.6960540747151638,0.7947359364953384,-0.35702859814001764,0.7642929796011166,0.002164221400325239,-0.18134250171726185,0.19172238108066564,-0.5919975384398052,-0.8786668080311897,-0.5452534354157319,0.523380372373548,-0.16094737188899866,0.5029959478947645,-0.36617529468831533,-0.6030532743087798,-0.9852409484316741,0.2519992249316305,-0.1429826380193976,-0.7801906917097816,-0.6502141066686373,0.35985756727570783,-0.23052433519460702,-0.3878590764124007,0.1973679147914702,-0.6023134771209275
