safety_management_system,safety_training_ensurance,worker_safety_involvement_programs,operational_supervisors_empowerment_for_effective_safety_leadership,formal_training_needs_analysis,analyzing_informal_safety_structures_and_influence_networks_in_the_organization,safety_audit_and_inspection_programs,safety_leadership_succession_planning,safety_culture_surveys_and_feedback,management_of_change,safety_procedure_development,identification_and_elimination_of_unsafe_work_practices,training_and_competency_development,incident_investigation_and_root_cause_analysis,safety_focused_recruitment_and_selection,"safety_manager_working_knowledge,_competency,_and_empowering",innovation_and_technology_adoption_for_safety,safety_procedure_compliance_monitoring,safety_focused_performance_based_promotion,safety_improvement_suggestion_system,risk_management_system,review_safety_competencies,safety_policy_communication,safety_learning_and_knowledge_management_systems,organizational_learning_from_near_misses_and_preventive_incident_analysis,safety_lessons_from_external_innovations,safety_knowledge_sharing_and_cross_department_collaboration,new_employee_safety_onboarding,safety_by_design_in_process_and_system_development,decision_making_and_emergency_response_under_safety_critical_conditions,senior_managers_safety_training,competency_records_management,safety_strategy_formulation,safety_culture_benchmarking_against_industry_peers,systemic_and_reflexive_organizational_safety_analysis,cross_industry_safety_benchmarking,multilevel_evaluation_for_feedback_and_correction_in_safety_systems,board_level_safety_governance,safety_documentation_management,safety_trainers_expertise,safety_meetings_and_briefings,emergency_preparedness_and_business_continuity_planning,safety_mentorship_programs,safety_equipment_management,safety_experimentation_and_pilot_projects,safety_reporting_system,safety_leadership_accountability,executive_safety_leadership_development,safety_communication_system,safety_performance_metrics_and_dashboards,sending_safety_messages_and_information,safety_vision_and_values_articulation,assessing_and_reporting_compliance_with_safety_requirements_and_standards,safety_objectives_establishment,contractor_safety_management,accountability_and_responsibility_framework,cost–benefit_and_economic_analysis_of_safety_interventions,safety_focused_performance_evaluation,human_change_management_in_safety_systems,safety_corrective_actions,safety_training_evaluation_and_improvement,safety_resource_allocation,developing_safety_training_content,evaluation_of_employee_job_satisfaction_and_motivation_in_safety,utilizing_field_data_in_safety_decision_making_processes,safety_incentive_systems,safety_lesson_documentation_and_sharing,strategic_alignment_and_multilevel_integration_of_organizational_safety_mechanisms,safety_policy_development_and_review,risk_assessment_in_strategic_decision_making
0.24710784435643124,0.3917695054815049,0.818255452107513,0.22991286231059338,0.6256345527352017,0.915764901885054,0.7718977573057955,0.0012642138856403167,0.39616537192691514,0.5721728613612503,0.8833315276597347,0.4372282146616766,0.16564669344596056,0.355832439132681,0.4301125783190867,0.013877238786820055,0.630379005494598,0.2422964248976627,0.5017904195966771,0.4898802975964837,0.6748270898624527,0.695408708818796,0.9783240313256567,0.5253394742093835,0.8183480783419139,0.14595484912526444,0.10326706489143925,0.14265504118669614,0.04312277842999391,0.4321711072580542,0.5349728794375804,0.0981486685923273,0.12017165779590888,0.6485004944916364,0.18165302131317956,0.9971745976762486,0.7433403574860532,0.7408409485672638,0.08798321811528019,0.5188025025741997,0.6307610146525803,0.5705628967685542,0.3523118263866341,0.6998401659623871,0.8457980584661055,0.15305363269172934,0.899692407480016,0.24941925254686756,0.32676271841774407,0.09238836144251296,0.7787184139180361,0.9061841853364062,0.25781058144607927,0.6067988812889433,0.9754419623701291,0.30049646671398794,0.3474911445292157,0.6843902913262429,0.01563643142583791,0.31698479676023467,0.6564431061199351,0.15696880696173277,0.2189208371495273,0.06331528047488466,0.15318856625976954,0.5135118054222184,0.4730880077195778,0.22426720001204936,0.7091659094233574,0.8784550027014582
0.5500614407358141,0.12199585488829233,0.7515990913441739,0.12207479220755475,0.7099988550319744,0.44357285069186286,0.6643483900971459,0.6010382359488625,0.580775315092589,0.33847203972815765,0.3459957770572103,0.037911507460905554,0.8265125214178053,0.5661835321303634,0.14866568720723827,0.7376593967606593,0.27807683427969626,0.24870982439816747,0.3368394270777886,0.5568496367457726,0.6467934628935544,0.8339398333980171,0.36544028651423827,0.6863162405631285,0.9611025889871077,0.5347103555442688,0.8155111857445516,0.6522244566807889,0.37812764698527074,0.5574821798033596,0.5713369620830809,0.4386671192661695,0.05607684440350545,0.24246677683953524,0.24337079958108984,0.11408693615815876,0.8940149184100151,0.7543734639843778,0.17085607463522537,0.24444482153303404,0.8426007792665829,0.4530932980094252,0.8455830459808589,0.8189134325371584,0.988627633115645,0.16250718854551596,0.46255239066327325,0.7391036145060181,0.6626001400403003,0.5466042916038474,0.21649476646390572,0.09662928853883163,0.5948315789448322,0.3227634757181591,0.2627265216272948,0.9195025116271442,0.863853995016545,0.055419282444286254,0.5591645417543568,0.9047820998912516,0.42869665161808873,0.25082325963298546,0.8185746437127014,0.8091989413297013,0.3712334430512683,0.5873802781308681,0.2653993932914188,0.5073446413890893,0.4210916585729305,0.08560954468970403
0.9798699348408023,0.2996485892927179,0.4451070830917584,0.3710080658198116,0.8187869860982955,0.7609220219597844,0.3838356740574658,0.1795423662978701,0.5377725810912717,0.07875317057374942,0.1191841140807224,0.1636778934020552,0.4632222056376832,0.8243502219410678,0.44297595494741143,0.46189132893629536,0.3980772703579511,0.4342953396443582,0.19155238504360544,0.7731098505632014,0.3838255411592194,0.39289582466649525,0.7704520168054114,0.25298332501523974,0.02855695522498554,0.12283364745967378,0.20997230047737553,0.6478060444948652,0.6755663526761004,0.38164083672737087,0.703266743273545,0.4424276038117096,0.6054970222858173,0.7735360429149657,0.9053430191714803,0.6109495843801259,0.03785704107966387,0.47561626292713044,0.38384665596148987,0.13671665229361304,0.8402007065695043,0.8087741700626163,0.8880780833916264,0.6675626295684998,0.05686761218973404,0.0025773929664680427,0.6708889341390599,0.33109988933161527,0.4048956112444029,0.5204540001999791,0.006156127290092172,0.337786198003681,0.6168045804801452,0.38068828103836544,0.563991574106016,0.9139749939372726,0.3341731483462487,0.9639502567955295,0.41366302582495396,0.5669627632357314,0.6186983515621314,0.6624477986422297,0.6659668270126182,0.0649910507271787,0.4315844460685317,0.46092142538749825,0.29902095946221224,0.7768334014620638,0.6122963163684595,0.8020516044171441
0.1969492406451321,0.8076739404830993,0.2804574450071185,0.5409211619720572,0.3974280601020141,0.18645118581052766,0.7252679975348792,0.8475439313894582,0.01483810290312768,0.5843251025858971,0.9360433736810236,0.7378579014520252,0.3960859637424029,0.6056185512828464,0.42365766897073964,0.0021924894258816513,0.18902674809950626,0.054128768036059274,0.31976319946134996,0.009120172942755874,0.3364329611648772,0.16382467292291827,0.5898674323032714,0.9191660861187135,0.08451708642213976,0.06133103051868701,0.8202997795349584,0.45807293925194514,0.20741407977969076,0.8508316507381963,0.29324755179621265,0.12969129386584605,0.0662983375164527,0.3625309258784024,0.6482382215989083,0.5410941140792687,0.8714963968900676,0.9716336826199236,0.1648274222903765,0.5435169740203327,0.028460189190567833,0.10163951439951598,0.2628315630672848,0.21418050078042766,0.06041844721679066,0.5977126101780831,0.12878645739021474,0.3482004250108105,0.4162819625957357,0.4349069856080908,0.2772789997089371,0.9080814351745448,0.025685102396635084,0.390195015957892,0.2791090507629571,0.7975510029591187,0.2384496008149579,0.17867367859774025,0.7833233532103183,0.3881065397853634,0.05779658013802573,0.763434045256323,0.9456979772434924,0.18843266977346804,0.8047280780885946,0.13317382248592288,0.9069183387424805,0.43046308547339407,0.3770341344619581,0.6821816557014756
0.4880470549222134,0.37196300121385617,0.9150308948182727,0.680065807582274,0.06319996448488743,0.6485881799683748,0.39505350242353443,0.46413424238877565,0.5612926466373309,0.11332286465090906,0.5000329552498242,0.9196254669538907,0.38946231446275326,0.06154895617326679,0.8889196028198666,0.11834410722835986,0.7888229268083233,0.5066253072884805,0.8127744591367609,0.9739677631771587,0.9264400962856206,0.2147146566928666,0.23498729461530754,0.7990095685934222,0.8302805753864047,0.9775449273102736,0.16150603444450165,0.985883069403247,0.8237246700138369,0.9916195041017462,0.4817065136990522,0.30133466476604265,0.03531848135856862,0.31267953173766283,0.3228184430105941,0.798065460923417,0.9336472894360776,0.01513911379858874,0.055396391104375074,0.8612438045338637,0.11737251644087913,0.8388691174742989,0.26909660204249103,0.12400410693226305,0.15726567599734723,0.5542026227869793,0.7486027438969535,0.2798275801483536,0.7658679737136239,0.9752291745278034,0.393314247216981,0.5383176098106828,0.08814368909796473,0.35334117329303105,0.9223994204564214,0.43982830679673723,0.5592517532392534,0.6372287108885786,0.24638902484568775,0.5178755166833674,0.19059890226332463,0.5077506254336469,0.049456335950334045,0.21087728257459123,0.23874663215872527,0.9765636833837487,0.7166746237994407,0.3020830554821175,0.13602317305964964,0.8822955493122872
0.2978707009651903,0.4124956646195958,0.6398337905484524,0.6098515104779293,0.8934251156109909,0.3074503158483611,0.8764458390804233,0.1808370461314311,0.30723455535307487,0.4108813434705078,0.19233948735496054,0.9695108171047285,0.8734566418419291,0.9577213148915065,0.6113845601487756,0.7697552499234951,0.979845456948571,0.571074868224249,0.874197631494456,0.04334732041537674,0.33049752959369255,0.1131036757078038,0.025530963113594922,0.8986529626461485,0.07055314486721682,0.9317384800108398,0.9272077401465079,0.3327646170493383,0.6162320627714619,0.07037113905692931,0.00519358522003607,0.33746677309888146,0.3870486377350591,0.09784647455751687,0.37059541438823934,0.3598256475512444,0.4484945764524155,0.7626943141855418,0.14521066581005693,0.6222002310804029,0.3517920190539847,0.030648181195463125,0.9143301348148364,0.9927089945443434,0.6882943195333407,0.28265897620373776,0.4254237175516201,0.5530910207181216,0.32129674440766776,0.12540605205881294,0.5839497703364036,0.04171447937985346,0.7627145099233823,0.058354712985566604,0.08301043390631868,0.2500453142377428,0.9103477848471323,0.9263629369639663,0.950762078634495,0.9766858488426597,0.500789145283547,0.9144895027850092,0.8374062990267402,0.5015755823214083,0.9274459122253982,0.6686763121240984,0.08311661504411753,0.5373922440649244,0.6289923415957764,0.3124048051234238
0.2801655039002231,0.6984833840208258,0.8695964276050295,0.8284365100630624,0.3355332513229818,0.3279996833192635,0.721143912681689,0.6828436788213964,0.987178686876213,0.42049180026507726,0.3025896519725828,0.8913059292872577,0.5526156653465994,0.09468100160118859,0.5631265810102477,0.2409571553963613,0.5012765610612432,0.09081454110545734,0.017403805442199147,0.5921878421012043,0.5974116986833042,0.34092046167813284,0.8783518799841213,0.196112953072206,0.037736170064516725,0.006913561712680808,0.27125253162088536,0.803822822780203,0.8477709197082272,0.6853972265388149,0.804844099652737,0.6442577899156507,0.14955457628192198,0.3328601877020438,0.32832743643539103,0.4121854678890975,0.6306833676920419,0.9208093879390922,0.08497331658045429,0.5762299227538268,0.12396357103139155,0.6096371066560115,0.2919991583172494,0.7915736079142537,0.777846480134099,0.8488409518860425,0.7682724131538655,0.03410828822982481,0.19937930634369658,0.36178511669544217,0.9507323380905556,0.5678413229582252,0.29923598909998855,0.4384141314815678,0.6516821582457765,0.3047397789632815,0.42496343590162644,0.040938103240028945,0.6500654889198684,0.21659806460742045,0.6373342257163889,0.6551977826624767,0.1309297820907267,0.13505582675364228,0.4267906955252241,0.02199955369486218,0.8284188329554429,0.5800315182773876,0.5195411038153102,0.15198063787295274
0.20997478147205673,0.5361882977207943,0.5509822174570524,0.7668551684475139,0.0017063296918104543,0.9709949147149362,0.7581600864879312,0.3248411156560514,0.5668970112927462,0.3019556250024175,0.24178158886066214,0.6580998368640139,0.6536011469269124,0.2994265878239966,0.903115157758729,0.5024346864870758,0.5687215842756688,0.805922251361999,0.9762623818721312,0.4207577979864788,0.8307012400003909,0.881058648793828,0.8214189290727348,0.014790600439989664,0.36833087433471207,0.9923097800982937,0.5787842106163361,0.27128574349735296,0.568922352045728,0.27478949028523375,0.8130525334090722,0.3048751803783699,0.668526512484014,0.34336129741877064,0.7706044234922569,0.6591234221949414,0.145842746023082,0.719751673525082,0.3652776329892711,0.017084995738749865,0.7943764995139084,0.557622234570909,0.38592954468220914,0.7984828374802116,0.9523806547147591,0.18762346115388126,0.4272065452907015,0.06868094670779827,0.017015921924762947,0.8302216457246056,0.2320543171042986,0.8183771923758189,0.865799414416716,0.33387069898519234,0.6559863647614527,0.23547494149961162,0.8839903107481754,0.7089048584367283,0.07622367291118184,0.37112041239688875,0.010938248276658994,0.09501570220660137,0.5353636395471514,0.3854396474013525,0.549310476564933,0.4582785710712296,0.4376983647124019,0.676754053051413,0.927983917769677,0.3194722745263956
0.852547404033918,0.4594126038008798,0.7794645879132995,0.9959731370678372,0.5012192238467174,0.8017557826826303,0.3776762613260554,0.22590747163258193,0.41896853137173307,0.24611442505726155,0.4379644303453575,0.7788121379802304,0.7588128964779317,0.33168438979560005,0.5594968900913184,0.8343049525277054,0.21817006224609445,0.16626699496404598,0.9723172376684358,0.7781506044329776,0.22858547538411247,0.24511741876408524,0.6392679969921936,0.42936315509576656,0.006913758312460024,0.7206958433661297,0.9844653036056874,0.399835324457064,0.4843405406110264,0.23699902143230506,0.5203708528543795,0.6625436443383431,0.7962701872778786,0.479045197520715,0.071713600976273,0.291273968649618,0.3224530369854758,0.48374136053437183,0.031410598774407085,0.07670176481276467,0.031530549799773974,0.20064110606117821,0.09575787139983188,0.03082497841864936,0.5736846252645258,0.4449021466376447,0.230559398377958,0.6680969677615769,0.06640043777224058,0.08041366655275688,0.2971378911024726,0.13137979483897216,0.2656995728743065,0.5710775023050211,0.33855744890588463,0.11469108792927206,0.09969075070081769,0.702972539708362,0.4009996444382671,0.7154173645486085,0.5627558226471179,0.258648254992916,0.8652374259100886,0.3303901621292482,0.2771847738836441,0.5379488461171762,0.24807297648531784,0.8465873747637743,0.39726542301189943,0.9759339297704954
0.9338466125412805,0.030217823484120436,0.43033610657166177,0.886977403020176,0.4415288923531313,0.130301469656887,0.7320938834078531,0.4119454216763321,0.4774829950640572,0.9314941032933629,0.24408774722839263,0.11372935663552337,0.22767312732026146,0.5322394188250595,0.2492464001620349,0.6538449699858823,0.27535497721341246,0.20722329567611994,0.8919007981999103,0.27140826910233784,0.6187277411674078,0.6408933949012217,0.9037790915158713,0.8148899687047974,0.4686945005850752,0.515855056278807,0.5725495233871007,0.011874631504030802,0.34089705183754,0.8498899251140039,0.6252186172745743,0.00378815773515307,0.2724871900050201,0.24465070153532062,0.5916821941013722,0.8937308973105985,0.693323053653544,0.8173412511047511,0.3059803326370038,0.6840611376024807,0.11288219131220142,0.8744549355295236,0.061668521339751786,0.5698047540276882,0.2771940838920093,0.7985555082974797,0.2485746568365789,0.9445883245509109,0.4035217225931301,0.7861940774320063,0.05246868678367479,0.6146642496318112,0.07409106448088838,0.6540031544759255,0.42117172035834977,0.058087291556080174,0.9574741071223387,0.08400571434028033,0.4199257121292651,0.6620500515432921,0.7493844788152488,0.3274410700580535,0.3649336773309899,0.6017463469612561,0.7930063141697649,0.37026260727074317,0.5653201572767965,0.16141283333181206,0.424821494343003,0.6191398246936327
